Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,East Asia & Pacific (excluding high income),EAP,6.22278469550615,6.33600225209847,6.45473343264048,6.57300608600915,6.67814515126751,6.76648043017889,6.87499609254001,6.96965996426731,7.05844537509965,7.15372672668225,7.26448494850589,7.41599701077725,7.57350216214599,7.75387355155928,7.97999172073621,8.26428063452871,8.63087963711822,9.05020323154743,9.49622143511792,9.93121988445652,10.3360183780422
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,6.22697877448246,6.33790705248087,6.45424067252663,6.57006245973753,6.67263818902766,6.75828673585836,6.86427483197343,6.9564584650709,7.04294635070547,7.13629558752942,7.24560791439664,7.39542404069192,7.55147885942129,7.73126591034588,7.95853108004278,8.24606663190029,8.61792608677068,9.0444573516258,9.49823089379214,9.93957465362531,10.3482602782036
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Euro area,EMU,16.3110676503445,16.5444686343679,16.7875090044638,17.029487434742,17.251007561306,17.4427421825217,17.6449153405207,17.8110326394282,17.9647346953228,18.1398477164357,18.3592890129531,18.5947584133616,18.879558161774,19.1969961515468,19.5204898269047,19.8339056568933,20.1000421278331,20.3527595107806,20.599407418174,20.8522955189947,21.1350562758339
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Europe & Central Asia,ECS,13.3980155361122,13.6158073497963,13.8598745593769,14.0987024733739,14.2828023745568,14.388291242031,14.4952125662086,14.5378062048423,14.5510925062903,14.584674386668,14.6642173847877,14.783058343342,14.9508240108318,15.1504805202075,15.3659059919355,15.5889177744321,15.8395165763298,16.0937867623398,16.3536065279125,16.6183346151601,16.8996838628732
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Europe & Central Asia (excluding high income),ECA,10.5104833783858,10.7411817714882,11.0252608652803,11.305901124184,11.4866749745016,11.5203622955281,11.5385935491654,11.4482910635539,11.3034101074255,11.1777224483529,11.0987125744682,11.0811155089948,11.0950689269883,11.1374603907765,11.2112153151322,11.3229087851361,11.5329579452232,11.7784077597433,12.0478452952758,12.3253742432989,12.6016281422941
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,10.6965352855579,10.931015052832,11.2144289111219,11.4916226605049,11.6729911152773,11.7147130061156,11.7415225185308,11.6627369999417,11.5322753775046,11.4244060873999,11.3678715742251,11.3797366921926,11.4291307575406,11.5104192512929,11.6223608154282,11.7685584039758,12.0102259154636,12.2829813715596,12.5772643435492,12.879998144467,13.1835223211823
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,European Union,EUU,15.6990053881923,15.936130618984,16.1761287668307,16.408875605809,16.6178456584715,16.7951018951895,16.9848908199427,17.1380507834789,17.2788411979949,17.4430292943475,17.6574968248665,17.9054014285833,18.2090896454215,18.5501193774651,18.9001945079417,19.2418985675497,19.5634934851629,19.8682039941629,20.1630530844779,20.4601073079903,20.7800745026898
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Fragile and conflict affected situations,FCS,3.26825338707037,3.27675279030573,3.27930781918681,3.27652630570221,3.26896097609683,3.2575598897585,3.27114535526391,3.27906609254364,3.28278148850296,3.28299512916732,3.28082783675277,3.29509839541053,3.30517868571186,3.31351544335943,3.32301352800941,3.33550236329134,3.37081306240547,3.40605833455626,3.44137633124857,3.47660297046844,3.5123846782022
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Heavily indebted poor countries (HIPC),HPC,2.99994261838483,2.99396891859097,2.98095199504253,2.96333436483309,2.94374892046722,2.92382742442278,2.92916178978099,2.9318167784214,2.93200970908755,2.92976900356243,2.92560196243938,2.93717651674383,2.94602225027373,2.95322669755935,2.95977321842896,2.96652343393498,2.98846132283362,3.00872887598306,3.02840413457129,3.04853917246924,3.07010468328667
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,High income,HIC,13.7035137686175,13.8609044517961,14.0191052301607,14.177628645197,14.3302218576075,14.4778222680371,14.6336607832068,14.7786695298966,14.9291062586031,15.113518190386,15.3501216176738,15.6142582949064,15.9293691539176,16.2777326214371,16.6335486557107,16.9843204128179,17.3212683899165,17.6463353896731,17.9669883421425,18.2955695947526,18.6458329440182
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,IBRD only,IBD,6.06178198786371,6.1662944701381,6.27734100216644,6.38632505785676,6.47719835956196,6.54405815568727,6.62451408998196,6.68640774767476,6.74075035688899,6.80201816136878,6.87815714247274,6.9897041426479,7.10819067405942,7.24390304231558,7.41030015833752,7.61530411931514,7.87751158270146,8.17168829164553,8.48318766146554,8.79142179006388,9.08603774300937
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,IDA & IBRD total,IBT,5.47882697453323,5.55847981733475,5.64138282690393,5.72108384321574,5.78533565752859,5.82990349827464,5.88935595933811,5.93295430394522,5.96946098625408,6.01004014043961,6.06070485507102,6.14215363914211,6.22744216860599,6.32449653340217,6.4435351882981,6.59052433028622,6.78357059634836,6.99856131839222,7.22454847766787,7.44678961197386,7.65835039764167
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,IDA blend,IDB,3.39206459064033,3.4041131609935,3.41016747026696,3.41098718733134,3.40693201934203,3.39851294875498,3.41090300746199,3.41711843877642,3.41739571841996,3.41156773308093,3.40111519759664,3.40725798683988,3.40689923036434,3.40304768219533,3.39782031876489,3.39311917430606,3.41125865215866,3.42722950255765,3.44403059106895,3.46532891013883,3.49350863136116
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,IDA only,IDX,3.28281495211091,3.30133228562474,3.31339230113852,3.3207234170661,3.32509556248559,3.32779955326606,3.35193326295586,3.37193585569666,3.38807149125038,3.40031115394977,3.409185887774,3.43490673848785,3.45606064525051,3.47398327483856,3.48980084932853,3.50466791544446,3.53386632335609,3.56078320703476,3.58767315208416,3.61719592172588,3.65133674745473
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,IDA total,IDA,3.31936588678985,3.33570148365416,3.34572850224225,3.35085788522731,3.35239694903301,3.35138051808628,3.37159654741369,3.38700574446407,3.39785753238877,3.40407055408689,3.40648677286719,3.42564658142906,3.43957843109385,3.4501758716361,3.45890045969912,3.46716499124017,3.49262351821325,3.51584506880883,3.53933610349283,3.5660961397584,3.59824723415727
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Late-demographic dividend,LTE,7.20151094406001,7.34278529179845,7.49991131195125,7.65929118118659,7.79466357440497,7.89493356702343,7.99786161935201,8.07410137284403,8.14111941025656,8.2232603447629,8.33387521415805,8.49239157745203,8.66567159748518,8.86764248879061,9.11715920034507,9.4246093115251,9.81344354471921,10.2543450028816,10.7229379571273,11.1842919736829,11.6190953598038
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Latin America & Caribbean,LCN,5.67585300724923,5.78214860774613,5.89117959256511,6.00291881847118,6.11633660558014,6.23173318952242,6.35109283562589,6.47117317960949,6.59504319326996,6.72626321468136,6.86730635445154,7.02138326676149,7.18100824648854,7.35110368141091,7.53744325799714,7.74398623812271,7.96189853990123,8.19615518275774,8.44334397504673,8.70193001147775,8.96861565774603
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Latin America & Caribbean (excluding high income),LAC,5.56632695224236,5.67250681089371,5.78229470067298,5.89517212951622,6.00946927409707,6.12515013666363,6.24440871800811,6.36413090635756,6.48743930630747,6.61805002978857,6.75830412331605,6.91056445857862,7.06814073466984,7.23582400997334,7.41945591405882,7.62258792992256,7.83204703296687,8.05716383343922,8.29530550117835,8.54236858170264,8.79737537132975
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,5.53538997012739,5.64173231123432,5.75027187341046,5.86107688490744,5.97327835186071,6.08723340373821,6.20376821812738,6.32114165319363,6.44242762843704,6.57115696312978,6.70964662860911,6.8606216504587,7.01723394820739,7.18431821781088,7.36786267370854,7.57163359935343,7.78611382526766,8.01678329387411,8.26115439891089,8.5152938335182,8.77811311991819
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Least developed countries: UN classification,LDC,3.25768503569022,3.27561102259371,3.28637254839686,3.29225689588933,3.29583365571753,3.29874011640861,3.32441915957604,3.34661126192075,3.36510326721309,3.37922718987351,3.38913281603979,3.41388871307373,3.43370350805365,3.44960612786253,3.46244230493895,3.47330719196459,3.49808721333553,3.5195867921375,3.54029535222782,3.56309792644554,3.59013098880768
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Low & middle income,LMY,5.42242834539311,5.50225202581948,5.58530547488651,5.66546685134533,5.73046301806228,5.77604618041856,5.8368252924774,5.88204184752798,5.92005186207329,5.96153221673085,6.01239728138236,6.09334233946856,6.17736985956105,6.27253337133832,6.38921169432053,6.53349708572398,6.72304568639653,6.93431232602968,7.15649109539063,7.37509602573156,7.5833564745341
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Low income,LIC,3.1301575241305,3.13237374495931,3.12847196201421,3.12060237779196,3.1112912670789,3.1022198094108,3.11805039491341,3.13060695074118,3.14007493554849,3.1467436993017,3.151429395984,3.17264276952583,3.19051433001237,3.20448062382889,3.21321098522395,3.21678438505587,3.22855185333606,3.23428629026716,3.23890802666913,3.24852465733517,3.26641016910504
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Lower middle income,LMC,4.40483606552585,4.46905431272401,4.52877477161227,4.58151687299495,4.6234687600303,4.65396565203148,4.70734758321603,4.75055974358619,4.78670748077911,4.81943988915352,4.85165089358675,4.90930208011957,4.96502262871748,5.02415315517243,5.09265650271358,5.17520868730154,5.28984600961952,5.4125303481495,5.54210080689585,5.67669141333594,5.81595858307337
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Middle East & North Africa,MEA,4.35395367327497,4.39910877760449,4.43937408350595,4.47363707436836,4.49897687843725,4.51492726964313,4.53343729362456,4.54420879350082,4.55370274413479,4.57036338257828,4.59775463887968,4.63301241361734,4.67375336338988,4.72353266927621,4.78797936864418,4.87105286618953,4.95932127429687,5.06418161614441,5.1821273568688,5.30838882319988,5.44100122273626
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Middle East & North Africa (excluding high income),MNA,4.39758526505337,4.45079490229665,4.49913498144553,4.54182236237321,4.57631944930678,4.60242924065788,4.63614917960967,4.6627032147952,4.68762906692523,4.71754914874723,4.75646484722832,4.80332030771835,4.85278706047768,4.90891875393902,4.97823787800955,5.06544807619314,5.15289172181782,5.25732731475343,5.37535501394098,5.50214556032393,5.63565150519812
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,4.42002649014014,4.47342016281871,4.52190453001468,4.56468536172768,4.59921929687156,4.62532889904107,4.659050111867,4.68559370158265,4.71056555823451,4.74053079099195,4.77951254783822,4.82646076286634,4.87599518274384,4.93226100183244,5.00192341839035,5.08977321214431,5.17792430938166,5.28322350826136,5.40242820385395,5.53050218189877,5.66534983881572
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Middle income,MIC,5.61422354005519,5.70358554945188,5.79737637445935,5.88875267460708,5.96410212541775,6.01854630297412,6.08754631639787,6.140060675472,6.18507666139861,6.23418857164064,6.29380255652792,6.38484708826451,6.47970326728964,6.58737856429719,6.71965071449929,6.88345713081707,7.09706777441884,7.33612669501239,7.58841865415805,7.8373027339517,8.07483880457664
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,North America,NAC,12.3564201414585,12.3491557275367,12.3383561163105,12.3352213820808,12.3507558351457,12.390986873706,12.468287109819,12.5668357308015,12.6973001228373,12.87184175215,13.0978398137098,13.3694794872617,13.6851620144733,14.0346087984662,14.4034772271743,14.7841921195829,15.1765691046661,15.5631680299803,15.9527307074092,16.3573699252913,16.7833063920433
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,OECD members,OED,12.7206155568718,12.8678716122349,13.0150788514845,13.1635292919666,13.3113572837889,13.4599053422101,13.6181977313962,13.7720751653833,13.9342126046052,14.1247248966873,14.3582168397998,14.6083492067605,14.9023299128225,15.2242901492451,15.5532694808706,15.8789067490967,16.1861298366279,16.4822389979293,16.775265110279,17.0761768726803,17.3975334610857
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Other small states,OSS,5.15464850984524,5.20053997910991,5.24049286094579,5.27180723344484,5.28911287164617,5.28966081206927,5.27643633149344,5.24978806729095,5.21851213282135,5.19164243145274,5.17648893542562,5.18506905855186,5.20428263265417,5.23216820071759,5.2662904288683,5.30584821558825,5.36081278416877,5.42179430429527,5.49319747058305,5.57442712903457,5.66378123414672
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Pacific island small states,PSS,3.49468883954738,3.57308901027174,3.64416954002748,3.71329059776968,3.78673739549726,3.8667826125706,3.94562546300685,4.0278473258585,4.11221140100866,4.19381578435762,4.26675325070692,4.30009849455225,4.31783756576122,4.32228142496533,4.31504676799928,4.29726464194695,4.37959252364756,4.45738076349428,4.5373250051222,4.62755305013224,4.72933006565988
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Post-demographic dividend,PST,14.337240121826,14.5188832631935,14.7087163073972,14.9023341268765,15.0862502541613,15.2582969410845,15.4422890165651,15.610875597609,15.7816782203313,15.9869612331807,16.2448454058772,16.5275276912446,16.8589999227146,17.221572537429,17.5884524003094,17.9473483946955,18.2942694326551,18.6278974404157,18.9556398637632,19.2900800147187,19.6442212532081
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Pre-demographic dividend,PRE,2.84115422731829,2.83351136026664,2.81921357879344,2.79948062431778,2.77562765993135,2.74881003172614,2.74894980391661,2.74428231450951,2.73526578290165,2.72218928932733,2.7058280918497,2.71030380602889,2.71050683406711,2.70811007015498,2.70495443797209,2.70240548096725,2.72101958504473,2.73804277239718,2.75380964139453,2.7682337820365,2.78174111917696
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Small states,SST,5.41568799612496,5.46365791892794,5.50731275728033,5.54475875573674,5.57171092333672,5.58616287603722,5.59503256319149,5.59270298003695,5.58706473195961,5.58679641231759,5.5988796563495,5.62322423030173,5.65725594602731,5.69899032198164,5.74569122842921,5.79635986135602,5.86789602217323,5.94417827543161,6.03010477217445,6.12730167764144,6.23559159884172
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,South Asia,SAS,4.2641978431793,4.34139751703166,4.41519475849014,4.48483046320663,4.54899883039275,4.6080729331516,4.68339135903441,4.75263786233378,4.81739665182657,4.8791608463073,4.94003630486905,5.02625637583023,5.10979644882209,5.19658693817144,5.29287746419696,5.40230481849515,5.5434681215637,5.68985624647728,5.84054654905879,5.99390487004607,6.14971151779029
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,South Asia (IDA & IBRD),TSA,4.2641978431793,4.34139751703166,4.41519475849014,4.48483046320663,4.54899883039275,4.6080729331516,4.68339135903441,4.75263786233378,4.81739665182657,4.8791608463073,4.94003630486905,5.02625637583023,5.10979644882209,5.19658693817144,5.29287746419696,5.40230481849515,5.5434681215637,5.68985624647728,5.84054654905879,5.99390487004607,6.14971151779029
